date,open,close,high,low,volume,code
2016-12-07,117.79,117.8,117.93,117.28,4183.0,110030
2016-12-08,118.0,118.4,118.8,118.0,5596.0,110030
2016-12-09,118.6,118.51,118.97,118.45,2991.0,110030
2016-12-12,118.55,116.0,119.49,115.7,12365.0,110030
2016-12-13,115.69,115.65,116.0,115.06,10523.0,110030
2016-12-14,115.27,115.0,115.6,114.81,4056.0,110030
2016-12-15,114.8,113.64,115.3,113.5,17249.0,110030
2016-12-16,113.77,113.71,113.8,113.5,23604.0,110030
2016-12-19,113.71,113.58,113.89,113.58,7071.0,110030
2016-12-20,113.98,113.1,113.99,112.8,3930.0,110030
2016-12-21,113.25,114.02,114.49,113.1,5977.0,110030
2016-12-22,114.35,114.21,114.88,113.71,9367.0,110030
2016-12-23,114.65,114.51,114.68,114.16,12466.0,110030
2016-12-26,113.3,113.6,113.97,112.99,1301.0,110030
2016-12-27,113.6,113.79,114.19,113.34,23749.0,110030
2016-12-28,113.8,113.13,113.8,113.0,9705.0,110030
2016-12-29,112.53,113.32,113.6,112.53,19638.0,110030
2016-12-30,113.73,113.83,114.0,113.73,15190.0,110030
2017-01-03,113.8,114.04,114.15,113.8,3650.0,110030
2017-01-04,114.0,114.23,114.35,113.95,1201.0,110030
2017-01-05,114.82,114.95,115.5,114.36,9999.0,110030
2017-01-06,114.6,114.86,115.15,114.6,4822.0,110030
2017-01-09,114.86,115.53,115.53,114.3,3337.0,110030
2017-01-10,115.85,115.15,115.9,115.1,500.0,110030
2017-01-11,115.4,114.62,115.8,114.52,2418.0,110030
2017-01-12,115.5,114.83,115.79,114.65,11107.0,110030
2017-01-13,114.88,114.87,115.07,114.65,606.0,110030
2017-01-16,114.87,112.91,115.43,112.72,7378.0,110030
2017-01-17,113.28,112.95,113.28,112.69,2382.0,110030
2017-01-18,113.08,112.61,113.08,112.55,8683.0,110030
2017-01-19,112.84,112.77,113.0,112.51,5422.0,110030
2017-01-20,112.64,113.06,113.08,112.63,6233.0,110030
2017-01-23,113.1,113.0,113.3,112.59,7788.0,110030
2017-01-24,112.81,112.86,112.92,112.61,1008.0,110030
2017-01-25,112.61,112.76,112.88,112.42,599.0,110030
2017-01-26,112.95,113.3,113.4,112.95,874.0,110030
2017-02-03,113.0,112.75,113.04,112.65,2836.0,110030
2017-02-06,112.75,112.67,112.81,112.6,4372.0,110030
2017-02-07,112.67,112.53,112.86,112.42,4562.0,110030
2017-02-08,112.76,112.6,112.76,112.47,7219.0,110030
2017-02-09,112.88,112.9,113.27,112.46,3120.0,110030
2017-02-10,113.07,113.21,113.38,112.91,7354.0,110030
2017-02-13,113.5,113.45,113.77,113.15,2009.0,110030
2017-02-14,113.45,113.41,113.5,113.39,1538.0,110030
2017-02-15,113.77,113.06,113.77,113.01,3002.0,110030
2017-02-16,112.9,112.81,113.14,112.73,6555.0,110030
2017-02-17,113.15,112.6,113.15,112.5,7046.0,110030
2017-02-20,112.6,112.5,112.79,112.45,4391.0,110030
2017-02-21,112.8,112.5,113.0,112.26,15559.0,110030
2017-02-22,112.5,112.49,112.54,112.34,1222.0,110030
2017-02-23,112.56,112.61,112.75,112.31,4464.0,110030
2017-02-24,112.37,112.9,112.95,112.35,2341.0,110030
2017-02-27,112.57,112.8,112.97,112.57,4378.0,110030
2017-02-28,112.46,112.62,112.86,112.46,7723.0,110030
2017-03-01,112.7,112.59,112.71,112.5,2317.0,110030
2017-03-02,112.45,112.15,112.5,111.99,4800.0,110030
2017-03-03,111.8,111.79,112.1,111.77,4136.0,110030
2017-03-06,111.88,112.17,112.2,111.88,1674.0,110030
2017-03-07,111.98,112.1,112.35,111.98,751.0,110030
2017-03-08,112.1,111.86,112.1,111.4,4138.0,110030
2017-03-09,111.85,111.6,111.86,111.4,2859.0,110030
2017-03-10,111.85,111.43,111.85,111.41,217.0,110030
2017-03-13,111.43,111.61,111.62,111.31,2593.0,110030
2017-03-14,111.59,111.25,111.59,111.16,3904.0,110030
2017-03-15,111.25,111.3,111.62,111.09,1094.0,110030
2017-03-16,111.58,110.99,111.58,110.9,2044.0,110030
2017-03-17,110.93,110.75,111.04,110.54,521.0,110030
2017-03-20,110.74,110.4,110.92,110.3,641.0,110030
2017-03-21,110.02,109.58,110.39,109.39,2602.0,110030
2017-03-22,109.58,108.32,109.58,108.3,12461.0,110030
2017-03-23,108.32,108.0,108.38,107.98,15172.0,110030
2017-03-24,108.3,108.27,108.6,108.19,20727.0,110030
2017-03-27,108.27,108.32,108.4,108.01,2110.0,110030
2017-03-28,108.35,108.21,108.35,108.17,7862.0,110030
2017-03-29,108.21,108.12,108.4,108.06,3676.0,110030
2017-03-30,108.12,107.6,108.38,107.51,5865.0,110030
2017-03-31,107.59,107.69,107.97,107.53,3068.0,110030
2017-04-05,107.6,107.98,109.46,107.05,2551.0,110030
2017-04-06,108.46,107.98,108.5,107.88,12458.0,110030
2017-04-07,108.3,108.3,108.81,108.1,4530.0,110030
2017-04-10,108.35,108.24,108.49,108.1,1690.0,110030
2017-04-11,108.18,112.03,112.13,107.72,46698.0,110030
2017-04-12,116.25,115.98,117.0,114.0,247426.0,110030
2017-04-13,115.05,113.95,116.01,112.12,144849.0,110030
2017-04-14,114.02,112.66,114.2,112.43,36647.0,110030
2017-04-17,112.5,111.0,112.5,110.28,31043.0,110030
2017-04-18,110.88,110.59,111.68,110.5,10751.0,110030
2017-04-19,110.84,110.15,110.84,109.81,16774.0,110030
2017-04-20,110.19,110.0,110.72,109.8,9925.0,110030
2017-04-21,109.5,109.52,110.16,109.35,9537.0,110030
2017-04-24,109.66,109.05,109.66,108.14,4415.0,110030
2017-04-25,109.0,108.95,109.99,108.82,6198.0,110030
2017-04-26,108.91,109.01,109.89,108.8,13864.0,110030
2017-04-27,109.01,109.02,109.32,108.1,12029.0,110030
2017-04-28,109.58,109.71,112.84,108.99,16453.0,110030
2017-05-02,109.88,109.82,110.37,109.6,3828.0,110030
2017-05-03,109.61,109.46,110.15,109.46,2924.0,110030
2017-05-04,109.1,109.34,109.75,109.06,9182.0,110030
2017-05-05,109.6,108.43,109.66,108.3,26783.0,110030
2017-05-08,108.4,108.28,108.77,108.0,2640.0,110030
2017-05-09,108.44,108.02,108.44,107.55,6316.0,110030
2017-05-10,108.1,107.27,108.23,107.27,3616.0,110030
2017-05-11,107.2,106.69,107.4,106.6,26885.0,110030
2017-05-12,106.88,107.89,108.3,106.42,27963.0,110030
2017-05-15,107.79,107.9,108.37,107.55,8535.0,110030
2017-05-16,107.29,108.76,108.8,107.28,8462.0,110030
2017-05-17,108.78,108.11,108.99,108.01,9772.0,110030
2017-05-18,108.0,108.18,110.0,107.6,5758.0,110030
2017-05-19,107.42,107.84,108.78,107.42,10867.0,110030
2017-05-22,107.72,107.82,108.16,107.72,8334.0,110030
2017-05-23,107.64,107.5,108.0,107.4,3627.0,110030
2017-05-24,107.5,107.13,107.5,106.89,13865.0,110030
2017-05-25,107.01,107.98,108.0,107.0,19898.0,110030
2017-05-26,108.0,107.81,108.35,107.8,15544.0,110030
2017-05-31,108.56,108.44,109.4,108.2,27016.0,110030
2017-06-01,108.5,108.75,108.8,108.04,7276.0,110030
2017-06-02,108.88,109.6,109.83,108.12,21699.0,110030
2017-06-05,109.68,110.0,110.44,109.68,2637.0,110030
2017-06-06,109.6,112.02,112.3,109.6,12686.0,110030
2017-06-07,112.33,113.31,113.9,112.22,28685.0,110030
2017-06-08,113.01,113.0,113.88,112.79,22151.0,110030
2017-06-09,112.49,113.81,114.0,112.49,26184.0,110030
2017-06-12,113.98,113.97,115.79,113.7,20642.0,110030
2017-06-13,113.97,114.18,115.2,113.8,9437.0,110030
2017-06-14,114.17,114.16,114.7,113.85,9437.0,110030
2017-06-15,113.89,114.3,114.8,113.8,10030.0,110030
2017-06-16,114.4,115.41,116.4,114.0,17825.0,110030
2017-06-19,115.97,116.44,117.35,115.97,18742.0,110030
2017-06-20,116.99,117.51,118.27,116.64,21487.0,110030
2017-06-21,117.05,116.47,117.99,116.3,15553.0,110030
2017-06-22,116.91,114.5,117.0,114.5,38475.0,110030
2017-06-23,114.31,116.91,118.0,114.31,31525.0,110030
2017-06-26,117.9,118.04,118.49,117.1,24041.0,110030
2017-06-27,117.09,119.3,119.97,117.09,22367.0,110030
2017-06-28,119.0,117.77,119.31,117.52,3561.0,110030
2017-06-29,118.2,115.59,118.2,115.38,14898.0,110030
2017-06-30,115.99,113.98,115.99,112.7,53996.0,110030
2017-07-03,114.66,113.0,114.68,112.78,17076.0,110030
2017-07-04,113.02,113.05,113.27,112.8,16170.0,110030
2017-07-05,113.24,114.11,114.43,113.05,10833.0,110030
2017-07-06,113.52,114.27,115.3,113.52,6411.0,110030
2017-07-07,114.17,114.7,114.96,114.16,5271.0,110030
2017-07-10,114.07,113.05,114.4,112.95,17209.0,110030
2017-07-11,113.69,114.4,115.1,113.65,29366.0,110030
2017-07-12,113.93,114.0,114.37,113.9,29972.0,110030
2017-07-13,114.68,114.5,114.68,114.11,15027.0,110030
2017-07-14,114.65,115.15,115.2,114.46,4813.0,110030
2017-07-17,114.59,113.49,115.43,112.88,13548.0,110030
2017-07-18,113.81,113.29,113.81,112.9,2925.0,110030
2017-07-19,112.9,114.3,114.35,112.9,15500.0,110030
2017-07-20,114.66,115.71,115.77,114.29,20369.0,110030
2017-07-21,115.68,115.73,116.66,115.24,5940.0,110030
2017-07-24,116.05,115.45,116.18,114.8,11289.0,110030
2017-07-25,115.42,113.42,115.42,113.37,14504.0,110030
2017-07-26,113.78,113.65,113.78,113.2,8497.0,110030
2017-07-27,113.4,114.08,114.26,113.39,3390.0,110030
2017-07-28,114.23,114.52,114.75,114.04,6214.0,110030
2017-07-31,114.47,114.83,115.0,114.21,9412.0,110030
2017-08-01,114.19,115.8,116.01,114.19,23428.0,110030
2017-08-02,116.0,116.4,117.0,115.99,14040.0,110030
2017-08-03,116.53,116.5,116.54,115.96,9246.0,110030
2017-08-04,116.11,116.39,116.96,116.11,9639.0,110030
2017-08-07,115.68,115.98,116.83,115.66,7941.0,110030
2017-08-08,115.66,115.66,115.91,115.66,926.0,110030
2017-08-09,115.06,115.0,115.65,114.85,4607.0,110030
2017-08-10,115.2,114.84,115.5,114.3,2667.0,110030
2017-08-11,114.19,113.9,114.48,113.66,3839.0,110030
2017-08-14,113.8,114.71,114.79,113.8,6304.0,110030
2017-08-15,114.91,113.6,114.91,113.6,3515.0,110030
2017-08-16,113.66,113.96,114.2,113.66,872.0,110030
2017-08-17,114.29,114.47,114.49,114.12,1128.0,110030
2017-08-18,114.5,114.67,115.0,114.03,7271.0,110030
2017-08-21,114.62,114.87,114.88,114.62,984.0,110030
2017-08-22,114.89,114.64,114.97,114.53,272.0,110030
2017-08-23,114.52,114.7,114.7,114.22,651.0,110030
2017-08-24,114.88,114.5,114.88,114.35,532.0,110030
2017-08-25,114.79,115.01,116.7,114.33,13604.0,110030
2017-08-28,115.38,115.85,116.12,115.38,13960.0,110030
2017-08-29,115.09,115.82,115.82,115.09,1522.0,110030
2017-08-30,116.5,115.7,116.97,115.5,4780.0,110030
2017-08-31,115.51,115.77,115.77,115.24,933.0,110030
2017-09-01,115.99,115.78,116.15,115.56,7271.0,110030
2017-09-04,115.1,115.43,116.27,115.1,592.0,110030
2017-09-05,115.28,115.87,115.9,115.28,8408.0,110030
2017-09-06,115.5,115.85,115.87,115.5,2181.0,110030
2017-09-07,115.9,116.5,117.78,115.9,30682.0,110030
2017-09-08,116.3,116.55,116.97,116.3,2540.0,110030
2017-09-11,116.2,115.65,116.31,115.65,2899.0,110030
2017-09-12,115.51,115.0,115.59,114.97,3048.0,110030
2017-09-13,115.0,114.21,115.0,114.2,9793.0,110030
2017-09-14,113.92,114.31,114.9,113.92,7962.0,110030
2017-09-15,114.31,114.0,115.2,113.53,29182.0,110030
2017-09-18,114.0,113.85,114.1,113.62,1988.0,110030
2017-09-19,114.38,114.51,116.18,114.18,16546.0,110030
2017-09-20,115.2,114.7,115.2,114.3,686.0,110030
2017-09-21,114.41,114.04,114.85,113.68,1459.0,110030
2017-09-22,113.77,113.45,114.3,113.19,3186.0,110030
2017-09-25,113.4,111.87,113.4,111.85,9257.0,110030
2017-09-26,111.87,110.51,112.5,110.13,4257.0,110030
2017-09-27,111.05,111.11,111.49,110.18,3357.0,110030
2017-09-28,111.54,111.15,111.54,111.15,431.0,110030
2017-09-29,111.8,111.95,111.96,111.44,1463.0,110030
